#mu,eb,a_crit
0.040,0.35,0.368
0.080,0.26,0.407
0.090,0.47,0.255
0.190,0.69,0.117
0.120,0.14,0.427
0.130,0.34,0.310
0.180,0.46,0.226
0.250,0.02,0.471
0.030,0.15,0.521
0.220,0.30,0.308
0.230,0.59,0.158
0.050,0.62,0.193
0.100,0.75,0.106
0.170,0.24,0.349
0.210,0.09,0.454
0.160,0.01,0.511
0.070,0.05,0.538
0.140,0.62,0.161
0.080,0.27,0.370
0.090,0.48,0.254
0.040,0.36,0.366
0.180,0.47,0.225
0.130,0.35,0.309
0.190,0.70,0.113
0.001,0.40,0.475
0.120,0.15,0.427
0.010,0.72,0.161
0.250,0.03,0.467
0.220,0.31,0.299
0.100,0.76,0.100
0.230,0.60,0.153
0.170,0.25,0.348
0.210,0.10,0.413
0.030,0.16,0.519
0.160,0.02,0.509
0.180,0.48,0.220
0.050,0.63,0.183
0.090,0.49,0.251
0.070,0.06,0.536
0.080,0.28,0.369
0.140,0.63,0.160
0.130,0.36,0.307
0.040,0.37,0.364
0.120,0.16,0.426
0.220,0.32,0.295
0.190,0.71,0.108
0.250,0.04,0.462
0.210,0.11,0.414
0.230,0.61,0.150
0.170,0.26,0.347
0.100,0.77,0.098
0.160,0.03,0.502
0.001,0.41,0.465
0.180,0.49,0.210
0.090,0.50,0.234
0.140,0.64,0.159
0.030,0.17,0.510
0.080,0.29,0.366
0.070,0.07,0.531
0.130,0.37,0.307
0.120,0.17,0.426
0.010,0.73,0.154
0.050,0.64,0.177
0.220,0.33,0.294
0.210,0.12,0.403
0.040,0.38,0.361
0.190,0.72,0.105
0.250,0.05,0.457
0.170,0.27,0.345
0.180,0.50,0.208
0.090,0.51,0.234
0.100,0.78,0.094
0.160,0.04,0.500
0.080,0.30,0.363
0.230,0.62,0.148
0.140,0.65,0.137
0.220,0.34,0.291
0.120,0.18,0.422
0.001,0.42,0.449
0.030,0.18,0.502
0.130,0.38,0.306
0.070,0.08,0.528
0.210,0.13,0.401
0.180,0.51,0.202
0.170,0.28,0.343
0.040,0.39,0.326
0.250,0.06,0.453
0.050,0.65,0.177
0.090,0.52,0.218
0.010,0.74,0.148
0.160,0.05,0.495
0.100,0.79,0.088
0.190,0.73,0.102
0.080,0.31,0.362
0.220,0.35,0.282
0.140,0.66,0.136
0.130,0.39,0.278
0.120,0.19,0.418
0.180,0.52,0.194
0.210,0.14,0.398
0.170,0.29,0.341
0.090,0.53,0.217
0.001,0.43,0.445
0.070,0.09,0.521
0.230,0.63,0.147
0.030,0.19,0.497
0.250,0.07,0.450
0.040,0.40,0.324
0.160,0.06,0.490
0.050,0.66,0.176
0.220,0.36,0.276
0.100,0.80,0.084
0.080,0.32,0.359
0.130,0.40,0.276
0.180,0.53,0.190
0.190,0.74,0.096
0.120,0.20,0.414
0.140,0.67,0.129
0.210,0.15,0.398
0.170,0.30,0.338
0.010,0.75,0.143
0.090,0.54,0.216
0.250,0.08,0.426
0.070,0.10,0.516
0.230,0.64,0.146
0.040,0.41,0.323
0.220,0.37,0.264
0.160,0.07,0.481
0.030,0.20,0.489
0.001,0.44,0.438
0.180,0.54,0.192
0.130,0.41,0.276
0.080,0.33,0.359
0.190,0.75,0.094
0.110,0.00,0.540
0.120,0.21,0.412
0.210,0.16,0.395
0.170,0.31,0.319
0.090,0.55,0.204
0.050,0.67,0.174
0.250,0.09,0.422
0.140,0.68,0.131
0.070,0.11,0.509
0.220,0.38,0.264
0.230,0.65,0.130
0.040,0.42,0.322
0.010,0.76,0.138
0.180,0.55,0.183
0.130,0.42,0.274
0.160,0.08,0.480
0.090,0.56,0.203
0.190,0.76,0.088
0.170,0.32,0.304
0.030,0.21,0.462
0.110,0.01,0.533
0.080,0.34,0.354
0.001,0.45,0.427
0.250,0.10,0.404
0.210,0.17,0.392
0.120,0.22,0.409
0.070,0.12,0.503
0.050,0.68,0.173
0.230,0.66,0.128
0.040,0.43,0.320
0.220,0.39,0.261
0.180,0.56,0.177
0.090,0.57,0.191
0.130,0.43,0.254
0.140,0.69,0.122
0.170,0.33,0.303
0.010,0.77,0.129
0.160,0.09,0.471
0.190,0.77,0.085
0.080,0.35,0.321
0.250,0.11,0.400
0.110,0.02,0.531
0.210,0.18,0.391
0.030,0.22,0.462
0.120,0.23,0.404
0.180,0.57,0.173
0.070,0.13,0.499
0.220,0.40,0.251
0.230,0.67,0.122
0.040,0.44,0.318
0.090,0.58,0.191
0.050,0.69,0.152
0.001,0.46,0.423
0.130,0.44,0.252
0.170,0.34,0.302
0.140,0.70,0.119
0.190,0.78,0.081
0.080,0.36,0.318
0.160,0.10,0.468
0.250,0.12,0.390
0.010,0.78,0.124
0.110,0.03,0.528
0.180,0.58,0.166
0.220,0.41,0.250
0.120,0.24,0.398
0.030,0.23,0.456
0.090,0.59,0.180
0.070,0.14,0.494
0.230,0.68,0.117
0.210,0.19,0.387
0.130,0.45,0.251
0.040,0.45,0.290
0.170,0.35,0.301
0.140,0.71,0.115
0.080,0.37,0.318
0.190,0.79,0.078
0.001,0.47,0.413
0.250,0.13,0.389
0.160,0.11,0.433
0.220,0.42,0.245
0.050,0.70,0.146
0.110,0.04,0.522
0.180,0.59,0.164
0.130,0.46,0.249
0.090,0.60,0.180
0.120,0.25,0.362
0.030,0.24,0.456
0.010,0.79,0.118
0.070,0.15,0.486
0.170,0.36,0.300
0.040,0.46,0.289
0.210,0.20,0.379
0.230,0.69,0.114
0.140,0.72,0.108
0.080,0.38,0.316
0.190,0.80,0.072
0.220,0.43,0.238
0.250,0.14,0.386
0.160,0.12,0.418
0.180,0.60,0.158
0.130,0.47,0.231
0.090,0.61,0.171
0.001,0.48,0.409
0.120,0.26,0.359
0.110,0.05,0.518
0.050,0.71,0.140
0.210,0.21,0.382
0.170,0.37,0.273
0.030,0.25,0.446
0.070,0.16,0.448
0.010,0.80,0.114
0.230,0.70,0.110
0.080,0.39,0.316
0.220,0.44,0.232
0.040,0.47,0.287
0.140,0.73,0.106
0.250,0.15,0.385
0.130,0.48,0.231
0.200,0.00,0.496
0.160,0.13,0.418
0.180,0.61,0.157
0.170,0.38,0.271
0.210,0.22,0.355
0.110,0.06,0.513
0.090,0.62,0.170
0.120,0.27,0.358
0.001,0.49,0.404
0.070,0.17,0.448
0.040,0.48,0.286
0.030,0.26,0.442
0.050,0.72,0.135
0.220,0.45,0.225
0.250,0.16,0.385
0.080,0.40,0.313
0.130,0.49,0.229
0.020,0.00,0.648
0.140,0.74,0.104
0.160,0.14,0.414
0.230,0.71,0.106
0.170,0.39,0.271
0.180,0.62,0.156
0.210,0.23,0.349
0.200,0.01,0.493
0.110,0.07,0.504
0.070,0.18,0.446
0.090,0.63,0.170
0.040,0.49,0.283
0.120,0.28,0.355
0.220,0.46,0.221
0.250,0.17,0.382
0.030,0.27,0.437
0.001,0.50,0.393
0.080,0.41,0.311
0.130,0.50,0.215
0.050,0.73,0.130
0.170,0.40,0.270
0.160,0.15,0.413
0.140,0.75,0.097
0.020,0.01,0.650
0.210,0.24,0.341
0.180,0.63,0.155
0.230,0.72,0.102
0.200,0.02,0.492
0.070,0.19,0.442
0.110,0.08,0.502
0.040,0.50,0.262
0.090,0.64,0.168
0.250,0.18,0.380
0.220,0.47,0.215
0.120,0.29,0.354
0.080,0.42,0.284
0.130,0.51,0.214
0.030,0.28,0.433
0.170,0.41,0.255
0.160,0.16,0.413
0.050,0.74,0.126
0.001,0.51,0.384
0.210,0.25,0.338
0.180,0.64,0.154
0.140,0.76,0.094
0.020,0.02,0.632
0.230,0.73,0.098
0.110,0.09,0.496
0.200,0.03,0.491
0.040,0.51,0.261
0.070,0.20,0.442
0.250,0.19,0.364
0.120,0.30,0.353
0.220,0.48,0.211
0.090,0.65,0.168
0.080,0.43,0.283
0.130,0.52,0.213
0.170,0.42,0.247
0.030,0.29,0.428
0.160,0.17,0.408
0.050,0.75,0.120
0.210,0.26,0.337
0.180,0.65,0.136
0.040,0.52,0.259
0.001,0.52,0.376
0.140,0.77,0.089
0.220,0.49,0.205
0.200,0.04,0.482
0.230,0.74,0.093
0.110,0.10,0.490
0.130,0.53,0.200
0.250,0.20,0.362
0.120,0.31,0.351
0.020,0.03,0.629
0.070,0.21,0.433
0.080,0.44,0.282
0.170,0.43,0.246
0.090,0.66,0.150
0.160,0.18,0.407
0.030,0.30,0.423
0.050,0.76,0.114
0.210,0.27,0.334
0.220,0.50,0.199
0.180,0.66,0.132
0.040,0.53,0.241
0.230,0.75,0.089
0.200,0.05,0.477
0.001,0.53,0.366
0.140,0.78,0.087
0.130,0.54,0.199
0.120,0.32,0.347
0.110,0.11,0.485
0.250,0.21,0.351
0.170,0.44,0.245
0.080,0.45,0.280
0.020,0.04,0.627
0.070,0.22,0.430
0.220,0.51,0.199
0.160,0.19,0.402
0.030,0.31,0.419
0.210,0.28,0.334
0.040,0.54,0.240
0.180,0.67,0.127
0.090,0.67,0.139
0.050,0.77,0.111
0.230,0.76,0.085
0.130,0.55,0.188
0.200,0.06,0.472
0.250,0.22,0.345
0.120,0.33,0.314
0.140,0.79,0.081
0.220,0.52,0.191
0.001,0.54,0.360
0.110,0.12,0.477
0.170,0.45,0.243
0.080,0.46,0.258
0.070,0.23,0.425
0.160,0.20,0.400
0.040,0.55,0.238
0.030,0.32,0.404
0.020,0.05,0.590
0.130,0.56,0.188
0.230,0.77,0.082
0.180,0.68,0.124
0.050,0.78,0.105
0.210,0.29,0.315
0.250,0.23,0.331
0.220,0.53,0.186
0.090,0.68,0.134
0.120,0.34,0.312
0.200,0.07,0.466
0.140,0.80,0.078
0.170,0.46,0.227
0.110,0.13,0.434
0.080,0.47,0.257
0.070,0.24,0.424
0.160,0.21,0.398
0.001,0.55,0.354
0.130,0.57,0.178
0.040,0.56,0.237
0.230,0.78,0.078
0.210,0.30,0.309
0.180,0.69,0.120
0.030,0.33,0.384
0.250,0.24,0.331
0.220,0.54,0.179
0.200,0.08,0.461
0.170,0.47,0.225
0.120,0.35,0.310
0.090,0.69,0.133
0.080,0.48,0.256
0.020,0.06,0.589
0.130,0.58,0.177
0.050,0.79,0.100
0.150,0.00,0.519
0.160,0.22,0.383
0.110,0.14,0.434
0.230,0.79,0.074
0.070,0.25,0.420
0.040,0.57,0.222
0.220,0.55,0.177
0.210,0.31,0.299
0.250,0.25,0.330
0.180,0.70,0.114
0.001,0.56,0.344
0.170,0.48,0.225
0.200,0.09,0.457
0.030,0.34,0.378
0.120,0.36,0.310
0.080,0.49,0.255
0.130,0.59,0.170
0.090,0.70,0.129
0.110,0.15,0.433
0.220,0.56,0.169
0.020,0.07,0.589
0.160,0.23,0.371
0.230,0.80,0.071
0.070,0.26,0.412
0.150,0.01,0.515
0.210,0.32,0.296
0.040,0.58,0.221
0.170,0.49,0.210
0.180,0.71,0.110
0.050,0.80,0.096
0.250,0.26,0.328
0.001,0.57,0.332
0.120,0.37,0.309
0.080,0.50,0.236
0.030,0.35,0.373
0.200,0.10,0.433
0.220,0.57,0.168
0.130,0.60,0.165
0.110,0.16,0.429
0.090,0.71,0.125
0.070,0.27,0.409
0.240,0.00,0.478
0.160,0.24,0.353
0.170,0.50,0.210
0.210,0.33,0.296
0.150,0.02,0.511
0.020,0.08,0.575
0.040,0.59,0.218
0.250,0.27,0.325
0.180,0.72,0.106
0.120,0.38,0.307
0.080,0.51,0.235
0.200,0.11,0.412
0.220,0.58,0.163
0.060,0.00,0.575
0.001,0.58,0.324
0.030,0.36,0.371
0.130,0.61,0.164
0.210,0.34,0.294
0.170,0.51,0.206
0.070,0.28,0.374
0.110,0.17,0.428
0.240,0.01,0.474
0.220,0.59,0.160
0.160,0.25,0.350
0.250,0.28,0.325
0.040,0.60,0.207
0.090,0.72,0.119
0.080,0.52,0.234
0.150,0.03,0.510
0.180,0.73,0.102
0.120,0.39,0.280
0.200,0.12,0.406
0.001,0.59,0.319
0.020,0.09,0.571
0.210,0.35,0.291
0.170,0.52,0.201
0.240,0.02,0.474
0.110,0.18,0.425
0.070,0.29,0.371
0.130,0.62,0.163
0.030,0.37,0.369
0.060,0.01,0.570
0.080,0.53,0.233
0.040,0.61,0.196
0.250,0.29,0.309
0.160,0.26,0.349
0.180,0.74,0.097
0.220,0.60,0.152
0.090,0.73,0.114
0.170,0.53,0.196
0.120,0.40,0.278
0.210,0.36,0.279
0.240,0.03,0.472
0.200,0.13,0.405
0.150,0.04,0.504
0.001,0.60,0.308
0.110,0.19,0.423
0.030,0.38,0.364
0.130,0.63,0.162
0.070,0.30,0.367
0.020,0.10,0.569
0.170,0.54,0.186
0.060,0.02,0.558
0.080,0.54,0.218
0.250,0.30,0.297
0.160,0.27,0.347
0.220,0.61,0.152
0.180,0.75,0.095
0.120,0.41,0.278
0.210,0.37,0.266
0.090,0.74,0.113
0.040,0.62,0.194
0.150,0.05,0.499
0.110,0.20,0.417
0.200,0.14,0.404
0.001,0.61,0.296
0.240,0.04,0.465
0.170,0.55,0.183
0.130,0.64,0.161
0.030,0.39,0.360
0.070,0.31,0.365
0.250,0.31,0.293
0.080,0.55,0.217
0.060,0.03,0.555
0.020,0.11,0.557
0.160,0.28,0.345
0.220,0.62,0.150
0.180,0.76,0.091
0.120,0.42,0.277
0.110,0.21,0.414
0.210,0.38,0.265
0.090,0.75,0.106
0.170,0.56,0.182
0.150,0.06,0.493
0.240,0.05,0.460
0.200,0.15,0.400
0.040,0.63,0.189
0.001,0.62,0.294
0.250,0.32,0.290
0.080,0.56,0.204
0.130,0.65,0.160
0.030,0.40,0.354
0.070,0.32,0.362
0.160,0.29,0.344
0.210,0.39,0.265
0.020,0.12,0.557
0.120,0.43,0.275
0.180,0.77,0.087
0.110,0.22,0.411
0.220,0.63,0.149
0.060,0.04,0.551
0.170,0.57,0.173
0.090,0.76,0.106
0.240,0.06,0.455
0.150,0.07,0.488
0.200,0.16,0.398
0.250,0.33,0.288
0.080,0.57,0.204
0.040,0.64,0.187
0.120,0.44,0.253
0.001,0.63,0.286
0.160,0.30,0.341
0.130,0.66,0.137
0.030,0.41,0.327
0.070,0.33,0.360
0.170,0.58,0.166
0.210,0.40,0.263
0.060,0.05,0.551
0.110,0.23,0.407
0.020,0.13,0.554
0.180,0.78,0.082
0.240,0.07,0.452
0.220,0.64,0.148
0.250,0.34,0.280
0.090,0.77,0.101
0.200,0.17,0.396
0.150,0.08,0.480
0.080,0.58,0.192
0.120,0.45,0.253
0.170,0.59,0.164
0.001,0.64,0.269
0.210,0.41,0.250
0.130,0.67,0.131
0.040,0.65,0.186
0.160,0.31,0.316
0.030,0.42,0.325
0.070,0.34,0.359
0.110,0.24,0.403
0.180,0.79,0.078
0.060,0.06,0.547
0.250,0.35,0.275
0.240,0.08,0.431
0.020,0.14,0.543
0.090,0.78,0.097
0.080,0.59,0.191
0.220,0.65,0.133
0.120,0.46,0.251
0.200,0.18,0.392
0.150,0.09,0.473
0.210,0.42,0.241
0.170,0.60,0.160
0.160,0.32,0.307
0.001,0.65,0.265
0.130,0.68,0.131
0.030,0.43,0.324
0.070,0.35,0.350
0.110,0.25,0.365
0.180,0.80,0.076
0.240,0.09,0.422
0.040,0.66,0.185
0.250,0.36,0.267
0.060,0.07,0.539
0.120,0.47,0.233
0.090,0.79,0.092
0.210,0.43,0.241
0.020,0.15,0.536
0.220,0.66,0.129
0.200,0.19,0.390
0.080,0.60,0.181
0.150,0.10,0.473
0.170,0.61,0.158
0.160,0.33,0.306
0.070,0.36,0.322
0.240,0.10,0.412
0.030,0.44,0.322
0.001,0.66,0.260
0.110,0.26,0.364
0.190,0.00,0.499
0.250,0.37,0.260
0.210,0.44,0.235
0.130,0.69,0.125
0.200,0.20,0.386
0.120,0.48,0.232
0.060,0.08,0.531
0.040,0.67,0.165
0.090,0.80,0.086
0.150,0.11,0.446
0.220,0.67,0.122
0.160,0.34,0.304
0.020,0.16,0.536
0.170,0.62,0.157
0.240,0.11,0.399
0.080,0.61,0.174
0.070,0.37,0.321
0.210,0.45,0.228
0.110,0.27,0.361
0.001,0.67,0.244
0.250,0.38,0.258
0.190,0.01,0.495
0.030,0.45,0.320
0.200,0.21,0.378
0.130,0.70,0.119
0.120,0.49,0.231
0.060,0.09,0.527
0.160,0.35,0.303
0.150,0.12,0.420
0.220,0.68,0.119
0.100,0.00,0.549
0.080,0.62,0.172
0.210,0.46,0.222
0.040,0.68,0.159
0.070,0.38,0.318
0.170,0.63,0.156
0.240,0.12,0.393
0.110,0.28,0.359
0.020,0.17,0.525
0.001,0.68,0.243
0.250,0.39,0.258
0.030,0.46,0.315
0.200,0.22,0.355
0.190,0.02,0.494
0.120,0.50,0.230
0.130,0.71,0.115
0.160,0.36,0.302
0.150,0.13,0.421
0.210,0.47,0.221
0.060,0.10,0.520
0.100,0.01,0.538
0.260,0.57,0.163
0.220,0.69,0.114
0.070,0.39,0.318
0.080,0.63,0.172
0.170,0.64,0.155
0.110,0.29,0.358
0.200,0.23,0.347
0.040,0.69,0.157
0.250,0.40,0.245
0.210,0.48,0.220
0.030,0.47,0.290
0.120,0.51,0.215
0.190,0.03,0.493
0.160,0.37,0.299
0.130,0.72,0.111
0.020,0.18,0.519
0.150,0.14,0.420
0.260,0.58,0.157
0.100,0.02,0.535
0.001,0.69,0.240
0.070,0.40,0.315
0.220,0.70,0.111
0.270,0.79,0.072
0.110,0.30,0.354
0.060,0.11,0.514
0.200,0.24,0.343
0.250,0.41,0.237
0.210,0.49,0.207
0.080,0.64,0.170
0.120,0.52,0.215
0.030,0.48,0.289
0.160,0.38,0.274
0.040,0.70,0.152
0.260,0.59,0.155
0.190,0.04,0.489
0.130,0.73,0.107
0.150,0.15,0.420
0.070,0.41,0.314
0.020,0.19,0.513
0.100,0.03,0.532
0.270,0.80,0.068
0.250,0.42,0.236
0.220,0.71,0.105
0.200,0.25,0.341
0.290,0.20,0.346
0.110,0.31,0.352
0.120,0.53,0.201
0.060,0.12,0.512
0.030,0.49,0.287
0.160,0.39,0.273
0.260,0.60,0.150
0.001,0.70,0.240
0.080,0.65,0.169
0.070,0.42,0.311
0.040,0.71,0.146
0.190,0.05,0.481
0.130,0.74,0.104
0.250,0.43,0.233
0.300,0.42,0.226
0.150,0.16,0.415
0.200,0.26,0.339
0.280,0.00,0.465
0.100,0.04,0.530
0.290,0.21,0.339
0.020,0.20,0.511
0.120,0.54,0.201
0.110,0.32,0.351
0.030,0.50,0.284
0.160,0.40,0.272
0.060,0.13,0.507
0.070,0.43,0.284
0.310,0.64,0.137
0.260,0.61,0.146
0.250,0.44,0.227
0.080,0.66,0.168
0.300,0.43,0.225
0.200,0.27,0.337
0.130,0.75,0.098
0.290,0.22,0.328
0.150,0.17,0.414
0.001,0.71,0.237
0.280,0.01,0.459
0.040,0.72,0.140
0.120,0.55,0.200
0.110,0.33,0.317
0.160,0.41,0.271
0.100,0.05,0.525
0.030,0.51,0.263
0.020,0.21,0.499
0.060,0.14,0.499
0.070,0.44,0.284
0.250,0.45,0.222
0.310,0.65,0.123
0.300,0.44,0.224
0.260,0.62,0.144
0.290,0.23,0.322
0.330,0.05,0.416
0.150,0.18,0.410
0.130,0.76,0.095
0.080,0.67,0.143
0.280,0.02,0.456
0.120,0.56,0.189
0.160,0.42,0.249
0.110,0.34,0.314
0.040,0.73,0.136
0.100,0.06,0.515
0.030,0.52,0.262
0.250,0.46,0.217
0.070,0.45,0.283
0.300,0.45,0.215
0.060,0.15,0.492
0.310,0.66,0.120
0.150,0.19,0.406
0.290,0.24,0.322
0.001,0.72,0.209
0.020,0.22,0.494
0.330,0.06,0.413
0.260,0.63,0.144
0.280,0.03,0.455
0.120,0.57,0.179
0.340,0.27,0.299
0.080,0.68,0.139
0.130,0.77,0.089
0.110,0.35,0.313
0.250,0.47,0.213
0.300,0.46,0.210
0.030,0.53,0.260
0.070,0.46,0.280
0.100,0.07,0.514
0.040,0.74,0.128
0.060,0.16,0.451
0.290,0.25,0.321
0.350,0.49,0.189
0.340,0.28,0.300
0.310,0.67,0.117
0.150,0.20,0.403
0.330,0.07,0.402
0.020,0.23,0.483
0.260,0.64,0.143
0.280,0.04,0.451
0.360,0.71,0.097
0.300,0.47,0.208
0.250,0.48,0.208
0.130,0.78,0.088
0.080,0.69,0.134
0.290,0.26,0.318
0.070,0.47,0.259
0.030,0.54,0.258
0.340,0.29,0.289
0.350,0.50,0.186
0.001,0.73,0.198
0.100,0.08,0.509
0.380,0.12,0.357
0.330,0.08,0.402
0.310,0.68,0.112
0.060,0.17,0.451
0.040,0.75,0.123
0.300,0.48,0.201
0.360,0.72,0.094
0.280,0.05,0.446
0.020,0.24,0.464
0.250,0.49,0.201
0.130,0.79,0.086
0.340,0.30,0.287
0.260,0.65,0.128
0.290,0.27,0.311
0.350,0.51,0.179
0.080,0.70,0.129
0.070,0.48,0.258
0.030,0.55,0.241
0.380,0.13,0.354
0.330,0.09,0.396
0.310,0.69,0.108
0.100,0.09,0.502
0.300,0.49,0.195
0.060,0.18,0.449
0.340,0.31,0.273
0.280,0.06,0.444
0.360,0.73,0.089
0.290,0.28,0.305
0.040,0.76,0.120
0.001,0.74,0.195
0.390,0.34,0.255
0.020,0.25,0.462
0.250,0.50,0.198
0.350,0.52,0.177
0.260,0.66,0.123
0.380,0.14,0.352
0.300,0.50,0.192
0.080,0.71,0.130
0.030,0.56,0.239
0.070,0.49,0.256
0.340,0.32,0.270
0.310,0.70,0.106
0.330,0.10,0.380
0.100,0.10,0.493
0.280,0.07,0.440
0.290,0.29,0.303
0.390,0.35,0.251
0.360,0.74,0.085
0.060,0.19,0.449
0.350,0.53,0.170
0.250,0.51,0.194
0.020,0.26,0.458
0.380,0.15,0.352
0.040,0.77,0.116
0.340,0.33,0.270
0.300,0.51,0.190
0.260,0.67,0.119
0.070,0.50,0.255
0.030,0.57,0.237
0.390,0.36,0.251
0.310,0.71,0.099
0.280,0.08,0.419
0.001,0.75,0.188
0.080,0.72,0.125
0.100,0.11,0.489
0.350,0.54,0.167
0.330,0.11,0.375
0.360,0.75,0.083
0.290,0.30,0.290
0.250,0.52,0.187
0.060,0.20,0.448
0.340,0.34,0.266
0.300,0.52,0.181
0.380,0.16,0.350
0.400,0.56,0.155
0.390,0.37,0.237
0.410,0.78,0.069
0.020,0.27,0.452
0.260,0.68,0.115
0.040,0.78,0.108
0.030,0.58,0.223
0.310,0.72,0.096
0.350,0.55,0.165
0.340,0.35,0.259
0.280,0.09,0.407
0.250,0.53,0.182
0.290,0.31,0.283
0.330,0.12,0.368
0.360,0.76,0.078
0.100,0.12,0.485
0.400,0.57,0.151
0.390,0.38,0.234
0.300,0.53,0.179
0.410,0.79,0.065
0.060,0.21,0.444
0.380,0.17,0.337
0.001,0.76,0.177
0.340,0.36,0.257
0.260,0.69,0.111
0.280,0.10,0.398
0.350,0.56,0.160
0.250,0.54,0.178
0.310,0.73,0.093
0.020,0.28,0.447
0.330,0.13,0.367
0.040,0.79,0.103
0.390,0.39,0.231
0.400,0.58,0.145
0.290,0.32,0.282
0.360,0.77,0.074
0.300,0.54,0.171
0.030,0.59,0.222
0.380,0.18,0.333
0.410,0.80,0.061
0.100,0.13,0.437
0.340,0.37,0.245
0.060,0.22,0.436
0.350,0.57,0.153
0.250,0.55,0.175
0.260,0.70,0.109
0.390,0.40,0.226
0.280,0.11,0.385
0.310,0.74,0.089
0.330,0.14,0.366
0.400,0.59,0.141
0.290,0.33,0.277
0.300,0.55,0.171
0.360,0.78,0.071
0.420,0.00,0.415
0.380,0.19,0.334
0.020,0.29,0.440
0.340,0.38,0.241
0.430,0.19,0.326
0.040,0.80,0.095
0.250,0.56,0.169
0.350,0.58,0.152
0.001,0.77,0.169
0.400,0.60,0.136
0.310,0.75,0.084
0.030,0.60,0.219
0.330,0.15,0.365
0.280,0.12,0.381
0.290,0.34,0.270
0.060,0.23,0.429
0.390,0.41,0.224
0.300,0.56,0.163
0.260,0.71,0.102
0.420,0.01,0.413
0.360,0.79,0.068
0.380,0.20,0.329
0.250,0.57,0.164
0.350,0.59,0.145
0.340,0.39,0.239
0.430,0.20,0.318
0.400,0.61,0.135
0.020,0.30,0.439
0.050,0.00,0.582
0.310,0.76,0.081
0.330,0.16,0.363
0.420,0.02,0.409
0.290,0.35,0.269
0.390,0.42,0.219
0.300,0.57,0.161
0.280,0.13,0.380
0.030,0.61,0.209
0.350,0.60,0.143
0.060,0.24,0.429
0.250,0.58,0.159
0.360,0.80,0.064
0.340,0.40,0.235
0.380,0.21,0.317
0.260,0.72,0.099
0.430,0.21,0.313
0.001,0.78,0.159
0.330,0.17,0.361
0.400,0.62,0.131
0.290,0.36,0.266
0.390,0.43,0.214
0.310,0.77,0.078
0.020,0.31,0.431
0.300,0.58,0.154
0.420,0.03,0.400
0.350,0.61,0.138
0.280,0.14,0.379
0.250,0.59,0.157
0.050,0.01,0.574
0.030,0.62,0.206
0.370,0.00,0.431
0.340,0.41,0.234
0.060,0.25,0.422
0.380,0.22,0.309
0.260,0.73,0.094
0.430,0.22,0.298
0.390,0.44,0.211
0.330,0.18,0.348
0.400,0.63,0.128
0.350,0.62,0.134
0.290,0.37,0.253
0.300,0.59,0.154
0.310,0.78,0.073
0.250,0.60,0.151
0.420,0.04,0.393
0.280,0.15,0.378
0.340,0.42,0.220
0.020,0.32,0.424
0.030,0.63,0.196
0.380,0.23,0.304
0.370,0.01,0.429
0.430,0.23,0.293
0.330,0.19,0.342
0.060,0.26,0.419
0.001,0.79,0.154
0.390,0.45,0.202
0.260,0.74,0.091
0.050,0.02,0.571
0.300,0.60,0.147
0.290,0.38,0.251
0.350,0.63,0.133
0.400,0.64,0.128
0.310,0.79,0.070
0.250,0.61,0.151
0.340,0.43,0.221
0.280,0.16,0.376
0.420,0.05,0.397
0.380,0.24,0.302
0.370,0.02,0.428
0.330,0.20,0.337
0.030,0.64,0.194
0.020,0.33,0.420
0.430,0.24,0.290
0.390,0.46,0.197
0.060,0.27,0.417
0.300,0.61,0.141
0.290,0.39,0.245
0.280,0.17,0.375
0.260,0.75,0.088
0.340,0.44,0.218
0.310,0.80,0.066
0.380,0.25,0.298
0.350,0.64,0.133
0.400,0.65,0.127
0.050,0.03,0.567
0.250,0.62,0.145
0.330,0.21,0.336
0.370,0.03,0.425
0.420,0.06,0.398
0.430,0.25,0.290
0.390,0.47,0.195
0.001,0.80,0.147
0.280,0.18,0.372
0.290,0.40,0.247
0.300,0.62,0.140
0.060,0.28,0.408
0.340,0.45,0.210
0.020,0.34,0.405
0.030,0.65,0.191
0.380,0.26,0.298
0.260,0.76,0.084
0.320,0.00,0.449
0.350,0.65,0.123
0.390,0.48,0.187
0.330,0.22,0.327
0.400,0.66,0.113
0.370,0.04,0.418
0.420,0.07,0.379
0.290,0.41,0.237
0.430,0.26,0.285
0.250,0.63,0.145
0.280,0.19,0.355
0.340,0.46,0.205
0.050,0.04,0.556
0.440,0.41,0.220
0.300,0.63,0.139
0.380,0.27,0.289
0.390,0.49,0.184
0.450,0.63,0.123
0.020,0.35,0.385
0.320,0.01,0.448
0.330,0.23,0.314
0.260,0.77,0.081
0.350,0.66,0.120
0.290,0.42,0.229
0.400,0.67,0.109
0.010,0.00,0.689
0.420,0.08,0.376
0.370,0.05,0.404
0.340,0.47,0.204
0.430,0.27,0.280
0.440,0.42,0.208
0.280,0.20,0.351
0.390,0.50,0.180
0.300,0.64,0.138
0.250,0.64,0.144
0.380,0.28,0.291
0.050,0.05,0.556
0.330,0.24,0.313
0.290,0.43,0.229
0.450,0.64,0.123
0.340,0.48,0.201
0.260,0.78,0.076
0.020,0.36,0.379
0.400,0.68,0.106
0.350,0.67,0.116
0.320,0.02,0.443
0.420,0.09,0.366
0.440,0.43,0.203
0.370,0.06,0.401
0.430,0.28,0.278
0.390,0.51,0.175
0.280,0.21,0.340
0.380,0.29,0.285
