#mu,eb,a_crit
0.140,0.08,0.485
0.030,0.73,0.141
0.190,0.15,0.405
0.240,0.24,0.333
0.010,0.29,0.466
0.110,0.46,0.253
0.070,0.61,0.182
0.120,0.67,0.137
0.200,0.37,0.268
0.150,0.31,0.311
0.050,0.15,0.503
0.100,0.24,0.408
0.020,0.53,0.265
0.160,0.56,0.182
0.210,0.62,0.151
0.230,0.02,0.477
0.170,0.75,0.095
0.060,0.39,0.319
0.090,0.01,0.549
0.240,0.25,0.332
0.001,0.06,0.753
0.190,0.16,0.401
0.110,0.47,0.252
0.140,0.09,0.477
0.200,0.38,0.267
0.030,0.74,0.136
0.160,0.57,0.175
0.070,0.62,0.174
0.010,0.30,0.459
0.150,0.32,0.313
0.020,0.54,0.264
0.120,0.68,0.131
0.100,0.25,0.404
0.050,0.16,0.498
0.210,0.63,0.150
0.230,0.03,0.475
0.170,0.76,0.091
0.060,0.40,0.318
0.240,0.26,0.330
0.190,0.17,0.399
0.200,0.39,0.266
0.110,0.48,0.234
0.160,0.58,0.170
0.090,0.02,0.537
0.070,0.63,0.172
0.140,0.10,0.476
0.150,0.33,0.308
0.020,0.55,0.261
0.001,0.07,0.753
0.010,0.31,0.451
0.100,0.26,0.366
0.030,0.75,0.128
0.230,0.04,0.471
0.050,0.17,0.453
0.240,0.27,0.328
0.200,0.40,0.264
0.120,0.69,0.127
0.160,0.59,0.166
0.210,0.64,0.136
0.190,0.18,0.395
0.070,0.64,0.172
0.170,0.77,0.088
0.060,0.41,0.316
0.110,0.49,0.233
0.150,0.34,0.306
0.140,0.11,0.465
0.090,0.03,0.538
0.020,0.56,0.242
0.100,0.27,0.365
0.240,0.28,0.312
0.200,0.41,0.249
0.010,0.32,0.443
0.230,0.05,0.462
0.030,0.76,0.120
0.190,0.19,0.393
0.050,0.18,0.453
0.120,0.70,0.119
0.210,0.65,0.131
0.110,0.50,0.231
0.001,0.08,0.724
0.150,0.35,0.305
0.170,0.78,0.083
0.160,0.60,0.160
0.060,0.42,0.316
0.140,0.12,0.432
0.070,0.65,0.171
0.100,0.28,0.363
0.240,0.29,0.307
0.020,0.57,0.242
0.090,0.04,0.532
0.200,0.42,0.243
0.230,0.06,0.461
0.190,0.20,0.391
0.110,0.51,0.230
0.010,0.33,0.441
0.120,0.71,0.118
0.150,0.36,0.303
0.030,0.77,0.121
0.050,0.19,0.452
0.210,0.66,0.126
0.170,0.79,0.079
0.240,0.30,0.304
0.060,0.43,0.287
0.160,0.61,0.159
0.100,0.29,0.360
0.140,0.13,0.423
0.200,0.43,0.242
0.020,0.58,0.239
0.230,0.07,0.458
0.001,0.09,0.724
0.070,0.66,0.170
0.190,0.21,0.376
0.090,0.05,0.530
0.110,0.52,0.216
0.150,0.37,0.301
0.120,0.72,0.113
0.010,0.34,0.434
0.240,0.31,0.295
0.210,0.67,0.126
0.170,0.80,0.075
0.030,0.78,0.112
0.160,0.62,0.158
0.050,0.20,0.452
0.060,0.44,0.286
0.100,0.30,0.357
0.020,0.59,0.237
0.200,0.44,0.235
0.140,0.14,0.422
0.190,0.22,0.366
0.230,0.08,0.429
0.150,0.38,0.276
0.110,0.53,0.215
0.070,0.67,0.151
0.090,0.06,0.525
0.120,0.73,0.109
0.240,0.32,0.291
0.210,0.68,0.121
0.001,0.10,0.719
0.180,0.00,0.507
0.160,0.63,0.158
0.010,0.35,0.428
0.030,0.79,0.106
0.020,0.60,0.224
0.200,0.45,0.229
0.100,0.31,0.356
0.050,0.21,0.448
0.110,0.54,0.202
0.060,0.45,0.284
0.230,0.09,0.426
0.150,0.39,0.274
0.190,0.23,0.351
0.140,0.15,0.422
0.240,0.33,0.291
0.070,0.68,0.145
0.120,0.74,0.103
0.210,0.69,0.115
0.090,0.07,0.518
0.180,0.01,0.499
0.160,0.64,0.156
0.200,0.46,0.223
0.020,0.61,0.222
0.100,0.32,0.353
0.110,0.55,0.201
0.060,0.46,0.284
0.030,0.80,0.099
0.240,0.34,0.287
0.010,0.36,0.424
0.150,0.40,0.273
0.050,0.22,0.446
0.230,0.10,0.419
0.190,0.24,0.345
0.001,0.11,0.677
0.140,0.16,0.421
0.200,0.47,0.222
0.070,0.69,0.139
0.210,0.70,0.111
0.120,0.75,0.099
0.090,0.08,0.511
0.180,0.02,0.497
0.020,0.62,0.210
0.160,0.65,0.137
0.110,0.56,0.190
0.100,0.33,0.351
0.060,0.47,0.282
0.240,0.35,0.277
0.150,0.41,0.272
0.230,0.11,0.405
0.190,0.25,0.343
0.040,0.00,0.620
0.200,0.48,0.216
0.010,0.37,0.414
0.050,0.23,0.438
0.140,0.17,0.416
0.210,0.71,0.107
0.120,0.76,0.097
0.070,0.70,0.134
0.180,0.03,0.496
0.090,0.09,0.507
0.240,0.36,0.278
0.110,0.57,0.190
0.160,0.66,0.134
0.100,0.34,0.318
0.060,0.48,0.260
0.020,0.63,0.207
0.150,0.42,0.250
0.230,0.12,0.395
0.190,0.26,0.342
0.200,0.49,0.209
0.001,0.12,0.677
0.040,0.01,0.580
0.050,0.24,0.434
0.120,0.77,0.091
0.210,0.72,0.103
0.010,0.38,0.406
0.240,0.37,0.261
0.140,0.18,0.412
0.100,0.35,0.316
0.180,0.04,0.491
0.070,0.71,0.131
0.110,0.58,0.179
0.060,0.49,0.258
0.160,0.67,0.129
0.090,0.10,0.504
0.200,0.50,0.206
0.150,0.43,0.249
0.190,0.27,0.339
0.230,0.13,0.394
0.020,0.64,0.200
0.240,0.38,0.260
0.040,0.02,0.576
0.050,0.25,0.430
0.210,0.73,0.097
0.060,0.50,0.257
0.100,0.36,0.313
0.120,0.78,0.091
0.010,0.39,0.387
0.110,0.59,0.179
0.140,0.19,0.409
0.200,0.51,0.201
0.001,0.13,0.676
0.070,0.72,0.126
0.150,0.44,0.249
0.190,0.28,0.337
0.160,0.68,0.125
0.240,0.39,0.258
0.230,0.14,0.394
0.180,0.05,0.485
0.090,0.11,0.496
0.020,0.65,0.197
0.060,0.51,0.256
0.050,0.26,0.428
0.040,0.03,0.572
0.200,0.52,0.193
0.110,0.60,0.170
0.100,0.37,0.313
0.210,0.74,0.096
0.140,0.20,0.408
0.150,0.45,0.247
0.120,0.79,0.087
0.190,0.29,0.322
0.010,0.40,0.379
0.240,0.40,0.251
0.070,0.73,0.126
0.160,0.69,0.119
0.230,0.15,0.394
0.060,0.52,0.238
0.180,0.06,0.479
0.200,0.53,0.190
0.001,0.14,0.672
0.090,0.12,0.494
0.020,0.66,0.196
0.110,0.61,0.169
0.210,0.75,0.088
0.100,0.38,0.311
0.050,0.27,0.421
0.040,0.04,0.570
0.240,0.41,0.240
0.190,0.30,0.319
0.120,0.80,0.083
0.140,0.21,0.405
0.150,0.46,0.232
0.060,0.53,0.236
0.010,0.41,0.378
0.230,0.16,0.389
0.200,0.54,0.182
0.180,0.07,0.477
0.070,0.74,0.122
0.160,0.70,0.116
0.210,0.76,0.087
0.100,0.39,0.309
0.240,0.42,0.237
0.090,0.13,0.487
0.190,0.31,0.311
0.020,0.67,0.196
0.050,0.28,0.417
0.150,0.47,0.229
0.140,0.22,0.401
0.001,0.15,0.672
0.110,0.62,0.166
0.040,0.05,0.568
0.060,0.54,0.235
0.200,0.55,0.180
0.230,0.17,0.386
0.180,0.08,0.469
0.160,0.71,0.113
0.010,0.42,0.373
0.130,0.00,0.531
0.240,0.43,0.236
0.070,0.75,0.113
0.100,0.40,0.283
0.190,0.32,0.301
0.090,0.14,0.439
0.060,0.55,0.220
0.050,0.29,0.405
0.150,0.48,0.228
0.210,0.77,0.085
0.200,0.56,0.172
0.020,0.68,0.194
0.230,0.18,0.385
0.140,0.23,0.374
0.110,0.63,0.165
0.240,0.44,0.230
0.040,0.06,0.566
0.180,0.09,0.465
0.160,0.72,0.106
0.100,0.41,0.282
0.190,0.33,0.299
0.010,0.43,0.367
0.130,0.01,0.527
0.060,0.56,0.219
0.070,0.76,0.110
0.150,0.49,0.227
0.090,0.15,0.439
0.200,0.57,0.170
0.001,0.16,0.648
0.050,0.30,0.378
0.240,0.45,0.224
0.210,0.78,0.081
0.230,0.19,0.382
0.100,0.42,0.280
0.140,0.24,0.360
0.190,0.34,0.298
0.020,0.69,0.167
0.160,0.73,0.104
0.110,0.64,0.164
0.180,0.10,0.425
0.060,0.57,0.206
0.150,0.50,0.212
0.200,0.58,0.163
0.040,0.07,0.554
0.010,0.44,0.364
0.090,0.16,0.438
0.240,0.46,0.215
0.130,0.02,0.518
0.070,0.77,0.104
0.230,0.20,0.359
0.050,0.31,0.375
0.210,0.79,0.076
0.190,0.35,0.296
0.100,0.43,0.279
0.001,0.17,0.647
0.150,0.51,0.211
0.140,0.25,0.356
0.060,0.58,0.205
0.160,0.74,0.099
0.200,0.59,0.163
0.240,0.47,0.214
0.110,0.65,0.143
0.180,0.11,0.420
0.040,0.08,0.550
0.020,0.70,0.161
0.090,0.17,0.438
0.230,0.21,0.354
0.010,0.45,0.356
0.130,0.03,0.518
0.190,0.36,0.296
0.070,0.78,0.102
0.050,0.32,0.372
0.100,0.44,0.278
0.150,0.52,0.199
0.210,0.80,0.073
0.060,0.59,0.204
0.140,0.26,0.355
0.240,0.48,0.211
0.200,0.60,0.155
0.160,0.75,0.096
0.230,0.22,0.349
0.040,0.09,0.546
0.001,0.18,0.647
0.180,0.12,0.412
0.090,0.18,0.437
0.240,0.49,0.201
0.130,0.04,0.514
0.100,0.45,0.256
0.110,0.66,0.142
0.150,0.53,0.198
0.010,0.46,0.331
0.190,0.37,0.277
0.020,0.71,0.155
0.050,0.33,0.369
0.070,0.79,0.094
0.060,0.60,0.193
0.160,0.76,0.092
0.220,0.00,0.489
0.200,0.61,0.153
0.230,0.23,0.346
0.240,0.50,0.201
0.140,0.27,0.352
0.040,0.10,0.542
0.180,0.13,0.409
0.090,0.19,0.432
0.150,0.54,0.197
0.100,0.46,0.254
0.130,0.05,0.510
0.110,0.67,0.137
0.190,0.38,0.269
0.010,0.47,0.329
0.070,0.80,0.092
0.240,0.51,0.193
0.050,0.34,0.366
0.060,0.61,0.192
0.001,0.19,0.646
0.020,0.72,0.153
0.230,0.24,0.341
0.220,0.01,0.481
0.150,0.55,0.187
0.200,0.62,0.152
0.180,0.14,0.409
0.090,0.20,0.427
0.140,0.28,0.350
0.100,0.47,0.253
0.160,0.77,0.088
0.040,0.11,0.532
0.130,0.06,0.501
0.240,0.52,0.189
0.190,0.39,0.268
0.110,0.68,0.130
0.080,0.00,0.560
0.230,0.25,0.334
0.150,0.56,0.181
0.010,0.48,0.328
0.050,0.35,0.364
0.020,0.73,0.147
0.140,0.29,0.347
0.090,0.21,0.422
0.240,0.53,0.186
0.100,0.48,0.253
0.180,0.15,0.408
0.200,0.63,0.151
0.060,0.62,0.182
0.001,0.20,0.645
0.220,0.02,0.479
0.160,0.78,0.083
0.130,0.07,0.497
0.190,0.40,0.266
0.040,0.12,0.529
0.110,0.69,0.128
0.150,0.57,0.176
0.230,0.26,0.332
0.240,0.54,0.180
0.080,0.01,0.555
0.050,0.36,0.360
0.140,0.30,0.346
0.010,0.49,0.323
0.020,0.74,0.138
0.100,0.49,0.234
0.090,0.22,0.420
0.180,0.16,0.404
0.200,0.64,0.150
0.190,0.41,0.254
0.220,0.03,0.478
0.160,0.79,0.081
0.130,0.08,0.490
0.150,0.58,0.169
0.060,0.63,0.176
0.240,0.55,0.176
0.230,0.27,0.331
0.001,0.21,0.644
0.110,0.70,0.121
0.040,0.13,0.521
0.140,0.31,0.345
0.050,0.37,0.357
0.100,0.50,0.233
0.080,0.02,0.550
0.010,0.50,0.320
0.180,0.17,0.401
0.090,0.23,0.415
0.190,0.42,0.244
0.200,0.65,0.132
0.020,0.75,0.133
0.240,0.56,0.173
0.220,0.04,0.476
0.160,0.80,0.079
0.150,0.59,0.167
0.130,0.09,0.487
0.230,0.28,0.329
0.060,0.64,0.175
0.140,0.32,0.311
0.110,0.71,0.118
0.100,0.51,0.218
0.050,0.38,0.325
0.080,0.03,0.548
0.240,0.57,0.168
0.180,0.18,0.399
0.040,0.14,0.518
0.010,0.51,0.294
0.190,0.43,0.243
0.090,0.24,0.412
0.200,0.66,0.130
0.001,0.22,0.642
0.170,0.00,0.511
0.230,0.29,0.315
0.140,0.33,0.309
0.020,0.76,0.128
0.150,0.60,0.161
0.220,0.05,0.468
0.130,0.10,0.477
0.100,0.52,0.216
0.240,0.58,0.164
0.110,0.72,0.115
0.060,0.65,0.174
0.190,0.44,0.242
0.050,0.39,0.323
0.180,0.19,0.397
0.010,0.52,0.293
0.080,0.04,0.538
0.090,0.25,0.409
0.040,0.15,0.511
0.200,0.67,0.125
0.140,0.34,0.308
0.170,0.01,0.507
0.230,0.30,0.306
0.240,0.59,0.157
0.220,0.06,0.462
0.100,0.53,0.216
0.150,0.61,0.160
0.190,0.45,0.232
0.020,0.77,0.121
0.110,0.73,0.110
0.130,0.11,0.474
0.001,0.23,0.620
0.180,0.20,0.394
0.060,0.66,0.173
0.050,0.40,0.321
0.010,0.53,0.290
0.140,0.35,0.307
0.240,0.60,0.152
0.080,0.05,0.534
0.230,0.31,0.294
0.200,0.68,0.120
0.090,0.26,0.368
0.040,0.16,0.504
0.100,0.54,0.215
0.170,0.02,0.500
0.220,0.07,0.459
0.190,0.46,0.224
0.150,0.62,0.160
0.180,0.21,0.385
0.110,0.74,0.108
0.130,0.12,0.467
0.140,0.36,0.306
0.020,0.78,0.118
0.230,0.32,0.293
0.050,0.41,0.320
0.060,0.67,0.172
0.010,0.54,0.288
0.240,0.61,0.151
0.001,0.24,0.619
0.080,0.06,0.530
0.090,0.27,0.368
0.200,0.69,0.119
0.190,0.47,0.223
0.100,0.55,0.202
0.170,0.03,0.499
0.040,0.17,0.500
0.220,0.08,0.451
0.180,0.22,0.386
0.140,0.37,0.304
0.230,0.33,0.293
0.110,0.75,0.101
0.150,0.63,0.158
0.130,0.13,0.425
0.050,0.42,0.317
0.020,0.79,0.111
0.010,0.55,0.284
0.190,0.48,0.223
0.240,0.62,0.147
0.100,0.56,0.202
0.060,0.68,0.146
0.080,0.07,0.520
0.090,0.28,0.367
0.140,0.38,0.277
0.230,0.34,0.290
0.180,0.23,0.355
0.170,0.04,0.495
0.001,0.25,0.596
0.220,0.09,0.422
0.190,0.49,0.214
0.040,0.18,0.491
0.200,0.70,0.112
0.110,0.76,0.096
0.130,0.14,0.425
0.050,0.43,0.316
0.150,0.64,0.158
0.010,0.56,0.265
0.100,0.57,0.190
0.240,0.63,0.146
0.020,0.80,0.106
0.140,0.39,0.276
0.230,0.35,0.289
0.090,0.29,0.364
0.180,0.24,0.347
0.080,0.08,0.519
0.060,0.69,0.145
0.190,0.50,0.207
0.170,0.05,0.489
0.220,0.10,0.428
0.110,0.77,0.094
0.130,0.15,0.424
0.200,0.71,0.109
0.100,0.58,0.190
0.040,0.19,0.460
0.001,0.26,0.577
0.230,0.36,0.278
0.010,0.57,0.263
0.140,0.40,0.275
0.050,0.44,0.289
0.240,0.64,0.145
0.180,0.25,0.345
0.150,0.65,0.140
0.090,0.30,0.361
0.030,0.00,0.633
0.190,0.51,0.201
0.080,0.09,0.513
0.170,0.06,0.482
0.060,0.70,0.140
0.220,0.11,0.416
0.110,0.78,0.090
0.130,0.16,0.424
0.100,0.59,0.180
0.200,0.72,0.104
0.230,0.37,0.263
0.140,0.41,0.274
0.040,0.20,0.455
0.010,0.58,0.261
0.240,0.65,0.129
0.180,0.26,0.344
0.090,0.31,0.358
0.050,0.45,0.288
0.190,0.52,0.194
0.030,0.01,0.630
0.080,0.10,0.507
0.170,0.07,0.480
0.150,0.66,0.133
0.100,0.60,0.171
0.001,0.27,0.565
0.230,0.38,0.262
0.110,0.79,0.087
0.060,0.71,0.135
0.130,0.17,0.421
0.220,0.12,0.399
0.140,0.42,0.272
0.200,0.73,0.100
0.180,0.27,0.342
0.240,0.66,0.125
0.190,0.53,0.190
0.010,0.59,0.257
0.050,0.46,0.286
0.040,0.21,0.454
0.090,0.32,0.356
0.230,0.39,0.260
0.030,0.02,0.624
0.080,0.11,0.501
0.170,0.08,0.473
0.150,0.67,0.129
0.100,0.61,0.171
0.130,0.18,0.418
0.220,0.13,0.398
0.140,0.43,0.251
0.060,0.72,0.131
0.200,0.74,0.096
0.110,0.80,0.085
0.180,0.28,0.341
0.240,0.67,0.124
0.190,0.54,0.185
0.050,0.47,0.284
0.001,0.28,0.562
0.010,0.60,0.243
0.230,0.40,0.250
0.080,0.12,0.496
0.040,0.22,0.453
0.090,0.33,0.355
0.170,0.09,0.471
0.030,0.03,0.588
0.140,0.44,0.250
0.220,0.14,0.396
0.130,0.19,0.414
0.150,0.68,0.125
0.100,0.62,0.169
0.120,0.00,0.537
0.180,0.29,0.337
0.190,0.55,0.179
0.230,0.41,0.246
0.060,0.73,0.127
0.010,0.61,0.239
0.200,0.75,0.093
0.240,0.68,0.116
0.050,0.48,0.280
0.080,0.13,0.492
0.170,0.10,0.465
0.001,0.29,0.547
0.220,0.15,0.396
0.140,0.45,0.249
0.090,0.34,0.320
0.130,0.20,0.412
0.040,0.23,0.448
0.030,0.04,0.576
0.190,0.56,0.173
0.230,0.42,0.239
0.180,0.30,0.336
0.150,0.69,0.122
0.100,0.63,0.167
0.120,0.01,0.530
0.010,0.62,0.224
0.240,0.69,0.114
0.200,0.76,0.087
0.060,0.74,0.123
0.080,0.14,0.488
0.170,0.11,0.425
0.140,0.46,0.234
0.220,0.16,0.392
0.050,0.49,0.260
0.090,0.35,0.319
0.130,0.21,0.408
0.230,0.43,0.236
0.190,0.57,0.171
0.180,0.31,0.304
0.040,0.24,0.448
0.001,0.30,0.547
0.150,0.70,0.117
0.120,0.02,0.527
0.030,0.05,0.573
0.240,0.70,0.109
0.100,0.64,0.154
0.200,0.77,0.085
0.140,0.47,0.230
0.220,0.17,0.390
0.170,0.12,0.441
0.080,0.15,0.446
0.010,0.63,0.222
0.060,0.75,0.116
0.190,0.58,0.165
0.090,0.36,0.317
0.230,0.44,0.230
0.180,0.32,0.303
0.130,0.22,0.404
0.050,0.50,0.260
0.040,0.25,0.439
0.120,0.03,0.519
0.240,0.71,0.105
0.150,0.71,0.111
0.140,0.48,0.229
0.200,0.78,0.080
0.100,0.65,0.149
0.030,0.06,0.572
0.001,0.31,0.543
0.220,0.18,0.387
0.190,0.59,0.161
0.170,0.13,0.412
0.230,0.45,0.226
0.180,0.33,0.301
0.090,0.37,0.316
0.080,0.16,0.441
0.060,0.76,0.113
0.130,0.23,0.396
0.010,0.64,0.212
0.050,0.51,0.257
0.240,0.72,0.101
0.120,0.04,0.518
0.150,0.72,0.108
0.140,0.49,0.217
0.200,0.79,0.077
0.230,0.46,0.221
0.040,0.26,0.432
0.100,0.66,0.143
0.190,0.60,0.156
0.220,0.19,0.385
0.180,0.34,0.299
0.170,0.14,0.411
0.030,0.07,0.568
0.090,0.38,0.314
0.080,0.17,0.441
0.130,0.24,0.367
0.001,0.32,0.543
0.050,0.52,0.240
0.060,0.77,0.108
0.240,0.73,0.097
0.140,0.50,0.213
0.120,0.05,0.514
0.150,0.73,0.106
0.230,0.47,0.214
0.200,0.80,0.074
0.180,0.35,0.300
0.220,0.20,0.382
0.040,0.27,0.430
0.100,0.67,0.137
0.190,0.61,0.154
0.010,0.65,0.212
0.170,0.15,0.411
0.090,0.39,0.313
0.050,0.53,0.238
0.080,0.18,0.440
0.130,0.25,0.358
0.030,0.08,0.565
0.240,0.74,0.096
0.230,0.48,0.210
0.120,0.06,0.508
0.140,0.51,0.213
0.150,0.74,0.101
0.180,0.36,0.286
0.060,0.78,0.102
0.210,0.00,0.493
0.001,0.33,0.519
0.220,0.21,0.356
0.040,0.28,0.424
0.190,0.62,0.154
0.050,0.54,0.237
0.100,0.68,0.132
0.170,0.16,0.410
0.130,0.26,0.358
0.230,0.49,0.206
0.080,0.19,0.439
0.240,0.75,0.090
0.140,0.52,0.199
0.120,0.07,0.502
0.180,0.37,0.271
0.090,0.40,0.311
0.150,0.75,0.096
0.010,0.66,0.210
0.030,0.09,0.560
0.210,0.01,0.490
0.220,0.22,0.360
0.060,0.79,0.098
0.050,0.55,0.236
0.230,0.50,0.201
0.040,0.29,0.419
0.190,0.63,0.152
0.001,0.34,0.519
0.130,0.27,0.356
0.240,0.76,0.084
0.100,0.69,0.130
0.140,0.53,0.199
0.080,0.20,0.432
0.170,0.17,0.406
0.180,0.38,0.271
0.120,0.08,0.497
0.150,0.76,0.093
0.090,0.41,0.283
0.210,0.02,0.484
0.220,0.23,0.340
0.230,0.51,0.197
0.050,0.56,0.222
0.010,0.67,0.207
0.030,0.10,0.553
0.060,0.80,0.092
0.140,0.54,0.193
0.040,0.30,0.414
0.190,0.64,0.151
0.130,0.28,0.354
0.180,0.39,0.269
0.100,0.70,0.124
0.240,0.77,0.080
0.170,0.18,0.402
0.080,0.21,0.428
0.230,0.52,0.190
0.120,0.09,0.491
0.001,0.35,0.508
0.210,0.03,0.481
0.220,0.24,0.337
0.150,0.77,0.090
0.090,0.42,0.282
0.050,0.57,0.220
0.140,0.55,0.188
0.180,0.40,0.267
0.030,0.11,0.550
0.130,0.29,0.352
0.070,0.00,0.565
0.040,0.31,0.379
0.190,0.65,0.135
0.240,0.78,0.079
0.010,0.68,0.186
0.170,0.19,0.399
0.230,0.53,0.184
0.100,0.71,0.124
0.080,0.22,0.425
0.210,0.04,0.477
0.220,0.25,0.336
0.120,0.10,0.486
0.140,0.56,0.187
0.050,0.58,0.207
0.150,0.78,0.084
0.180,0.41,0.256
0.090,0.43,0.282
0.001,0.36,0.501
0.130,0.30,0.349
0.230,0.54,0.181
0.240,0.79,0.074
0.030,0.12,0.544
0.040,0.32,0.379
0.070,0.01,0.556
0.170,0.20,0.397
0.190,0.66,0.130
0.220,0.26,0.334
0.210,0.05,0.472
0.140,0.57,0.177
0.080,0.23,0.421
0.100,0.72,0.117
0.180,0.42,0.246
0.050,0.59,0.206
0.120,0.11,0.480
0.230,0.55,0.175
0.010,0.69,0.185
0.150,0.79,0.081
0.130,0.31,0.348
0.240,0.80,0.070
0.090,0.44,0.279
0.140,0.58,0.173
0.001,0.37,0.500
0.170,0.21,0.396
0.040,0.33,0.372
0.070,0.02,0.553
0.210,0.06,0.466
0.220,0.27,0.332
0.190,0.67,0.124
0.180,0.43,0.245
0.030,0.13,0.533
0.080,0.24,0.415
0.050,0.60,0.204
0.230,0.56,0.174
0.120,0.12,0.432
0.100,0.73,0.114
0.130,0.32,0.313
0.140,0.59,0.170
0.150,0.80,0.079
0.250,0.00,0.475
0.090,0.45,0.278
0.010,0.70,0.176
0.170,0.22,0.371
0.180,0.44,0.243
0.220,0.28,0.330
0.001,0.38,0.488
0.070,0.03,0.552
0.210,0.07,0.464
0.040,0.34,0.370
0.190,0.68,0.121
0.230,0.57,0.167
0.140,0.60,0.164
0.080,0.25,0.414
0.120,0.13,0.432
0.030,0.14,0.525
0.130,0.33,0.312
0.090,0.46,0.256
0.100,0.74,0.108
0.050,0.61,0.194
0.250,0.01,0.473
0.220,0.29,0.313
0.160,0.00,0.516
0.180,0.45,0.234
0.170,0.23,0.355
0.210,0.08,0.459
0.230,0.58,0.160
0.010,0.71,0.173
0.070,0.04,0.548
0.001,0.39,0.476
0.140,0.61,0.162
