#mu,eb,a_crit
0.080,0.67,0.097
0.130,0.10,0.360
0.170,0.18,0.276
0.210,0.28,0.241
0.080,0.68,0.093
0.040,0.39,0.262
0.080,0.69,0.090
0.210,0.29,0.240
0.080,0.70,0.086
0.170,0.19,0.276
0.080,0.71,0.083
0.130,0.11,0.359
0.001,0.13,0.652
0.040,0.40,0.262
0.210,0.30,0.224
0.080,0.72,0.080
0.080,0.73,0.078
0.170,0.20,0.276
0.080,0.74,0.076
0.130,0.12,0.359
0.040,0.41,0.261
0.001,0.14,0.652
0.080,0.75,0.071
0.170,0.21,0.275
0.210,0.31,0.224
0.040,0.42,0.241
0.080,0.76,0.068
0.080,0.77,0.065
0.080,0.78,0.062
0.170,0.22,0.275
0.210,0.32,0.223
0.080,0.79,0.059
0.040,0.43,0.240
0.080,0.80,0.057
0.130,0.13,0.339
0.001,0.15,0.610
0.170,0.23,0.274
0.210,0.33,0.208
0.040,0.44,0.240
0.130,0.14,0.316
0.210,0.34,0.207
0.090,0.00,0.436
0.170,0.24,0.250
0.040,0.45,0.239
0.001,0.16,0.609
0.130,0.15,0.316
0.210,0.35,0.207
0.040,0.46,0.223
0.170,0.25,0.249
0.090,0.01,0.436
0.210,0.36,0.207
0.130,0.16,0.315
0.170,0.26,0.249
0.040,0.47,0.222
0.210,0.37,0.205
0.210,0.38,0.193
0.130,0.17,0.315
0.040,0.48,0.222
0.001,0.17,0.608
0.170,0.27,0.249
0.090,0.02,0.434
0.210,0.39,0.193
0.040,0.49,0.208
0.170,0.28,0.249
0.130,0.18,0.314
0.210,0.40,0.193
0.040,0.50,0.207
0.210,0.41,0.182
0.170,0.29,0.248
0.090,0.03,0.432
0.001,0.18,0.608
0.130,0.19,0.313
0.040,0.51,0.206
0.210,0.42,0.181
0.170,0.30,0.229
0.040,0.52,0.195
0.210,0.43,0.172
0.130,0.20,0.313
0.170,0.31,0.228
0.090,0.04,0.428
0.001,0.19,0.557
0.040,0.53,0.194
0.210,0.44,0.164
0.210,0.45,0.163
0.130,0.21,0.281
0.040,0.54,0.184
0.170,0.32,0.228
0.210,0.46,0.163
0.040,0.55,0.183
0.090,0.05,0.422
0.170,0.33,0.228
0.130,0.22,0.280
0.001,0.20,0.556
0.210,0.47,0.155
0.040,0.56,0.174
0.170,0.34,0.226
0.210,0.48,0.152
0.040,0.57,0.174
0.090,0.06,0.422
0.130,0.23,0.280
0.040,0.58,0.159
0.210,0.49,0.148
0.170,0.35,0.211
0.001,0.21,0.554
0.040,0.59,0.159
0.210,0.50,0.145
0.130,0.24,0.280
0.170,0.36,0.211
0.040,0.60,0.152
0.210,0.51,0.142
0.090,0.07,0.413
0.040,0.61,0.141
0.130,0.25,0.280
0.170,0.37,0.211
0.210,0.52,0.138
0.001,0.22,0.539
0.210,0.53,0.136
0.040,0.62,0.141
0.170,0.38,0.210
0.210,0.54,0.132
0.130,0.26,0.279
0.090,0.08,0.407
0.040,0.63,0.117
0.210,0.55,0.131
0.170,0.39,0.197
0.130,0.27,0.254
0.210,0.56,0.126
0.040,0.64,0.111
0.001,0.23,0.539
0.170,0.40,0.197
0.090,0.09,0.370
0.210,0.57,0.122
0.130,0.28,0.254
0.040,0.65,0.104
0.210,0.58,0.120
0.170,0.41,0.196
0.210,0.59,0.116
0.040,0.66,0.104
0.130,0.29,0.254
0.090,0.10,0.369
0.210,0.60,0.114
0.170,0.42,0.185
0.001,0.24,0.534
0.210,0.61,0.111
0.040,0.67,0.099
0.130,0.30,0.253
0.170,0.43,0.185
0.210,0.62,0.107
0.090,0.11,0.369
0.210,0.63,0.103
0.040,0.68,0.094
0.170,0.44,0.184
0.130,0.31,0.253
0.210,0.64,0.102
0.001,0.25,0.530
0.210,0.65,0.098
0.040,0.69,0.092
0.170,0.45,0.175
0.090,0.12,0.369
0.130,0.32,0.250
0.210,0.66,0.094
0.170,0.46,0.174
0.210,0.67,0.091
0.040,0.70,0.087
0.210,0.68,0.088
0.130,0.33,0.232
0.170,0.47,0.166
0.210,0.69,0.084
0.040,0.71,0.089
0.090,0.13,0.368
0.001,0.26,0.511
0.210,0.70,0.082
0.210,0.71,0.079
0.170,0.48,0.158
0.130,0.34,0.232
0.040,0.72,0.082
0.210,0.72,0.076
0.210,0.73,0.072
0.170,0.49,0.158
0.090,0.14,0.368
0.040,0.73,0.078
0.210,0.74,0.069
0.130,0.35,0.232
0.210,0.75,0.067
0.170,0.50,0.151
0.040,0.74,0.078
0.210,0.76,0.063
0.001,0.27,0.505
0.210,0.77,0.061
0.170,0.51,0.145
0.130,0.36,0.230
0.210,0.78,0.057
0.090,0.15,0.367
0.040,0.75,0.073
0.210,0.79,0.054
0.170,0.52,0.141
0.210,0.80,0.052
0.130,0.37,0.215
0.040,0.76,0.072
0.170,0.53,0.139
0.040,0.77,0.065
0.001,0.28,0.500
0.090,0.16,0.365
0.130,0.38,0.215
0.170,0.54,0.135
0.040,0.78,0.064
0.170,0.55,0.130
0.220,0.00,0.365
0.040,0.79,0.061
0.130,0.39,0.215
0.170,0.56,0.128
0.040,0.80,0.058
0.090,0.17,0.346
0.170,0.57,0.126
0.001,0.29,0.494
0.130,0.40,0.201
0.220,0.01,0.362
0.170,0.58,0.123
0.090,0.18,0.345
0.130,0.41,0.201
0.170,0.59,0.118
0.050,0.00,0.516
0.220,0.02,0.356
0.170,0.60,0.115
0.130,0.42,0.200
0.001,0.30,0.494
0.170,0.61,0.112
0.090,0.19,0.345
0.170,0.62,0.109
0.130,0.43,0.199
0.220,0.03,0.344
0.050,0.01,0.515
0.170,0.63,0.107
0.130,0.44,0.188
0.001,0.31,0.468
0.170,0.64,0.102
0.090,0.20,0.321
0.130,0.45,0.188
0.170,0.65,0.099
0.220,0.04,0.344
0.170,0.66,0.096
0.050,0.02,0.449
0.170,0.67,0.095
0.130,0.46,0.178
0.090,0.21,0.321
0.001,0.32,0.467
0.170,0.68,0.090
0.220,0.05,0.343
0.130,0.47,0.178
0.170,0.69,0.088
0.170,0.70,0.084
0.090,0.22,0.320
0.050,0.03,0.448
0.130,0.48,0.177
0.170,0.71,0.082
0.001,0.33,0.467
0.220,0.06,0.341
0.170,0.72,0.077
0.090,0.23,0.319
0.130,0.49,0.168
0.170,0.73,0.075
0.170,0.74,0.071
0.130,0.50,0.161
0.170,0.75,0.069
0.090,0.24,0.303
0.170,0.76,0.066
0.050,0.04,0.447
0.130,0.51,0.147
0.220,0.07,0.340
0.001,0.34,0.466
0.170,0.77,0.062
0.170,0.78,0.060
0.090,0.25,0.303
0.170,0.79,0.057
0.170,0.80,0.053
0.220,0.08,0.301
0.130,0.52,0.147
0.050,0.05,0.446
0.090,0.26,0.286
0.130,0.53,0.141
0.001,0.35,0.464
0.220,0.09,0.301
0.180,0.00,0.409
0.130,0.54,0.137
0.090,0.27,0.285
0.130,0.55,0.133
0.220,0.10,0.301
0.050,0.06,0.444
0.001,0.36,0.448
0.130,0.56,0.130
0.180,0.01,0.397
0.220,0.11,0.300
0.130,0.57,0.127
0.090,0.28,0.285
0.130,0.58,0.124
0.050,0.07,0.442
0.180,0.02,0.369
0.130,0.59,0.120
0.001,0.37,0.442
0.220,0.12,0.300
0.090,0.29,0.284
0.130,0.60,0.118
0.130,0.61,0.113
0.180,0.03,0.353
0.220,0.13,0.300
0.090,0.30,0.282
0.001,0.38,0.423
0.050,0.08,0.440
0.130,0.62,0.109
0.130,0.63,0.107
0.220,0.14,0.300
0.090,0.31,0.258
0.180,0.04,0.353
0.130,0.64,0.106
0.130,0.65,0.101
0.001,0.39,0.423
0.050,0.09,0.437
0.220,0.15,0.299
0.130,0.66,0.099
0.090,0.32,0.258
0.180,0.05,0.352
0.130,0.67,0.094
0.130,0.68,0.091
0.220,0.16,0.297
0.050,0.10,0.416
0.001,0.40,0.413
0.090,0.33,0.258
0.130,0.69,0.091
0.180,0.06,0.351
0.130,0.70,0.086
0.130,0.71,0.082
0.220,0.17,0.269
0.090,0.34,0.257
0.130,0.72,0.079
0.001,0.41,0.414
0.130,0.73,0.077
0.180,0.07,0.350
0.050,0.11,0.415
0.130,0.74,0.073
0.090,0.35,0.237
0.220,0.18,0.268
0.130,0.75,0.071
0.130,0.76,0.067
0.090,0.36,0.237
0.130,0.77,0.064
0.001,0.42,0.405
0.220,0.19,0.268
0.180,0.08,0.349
0.130,0.78,0.062
0.050,0.12,0.414
0.130,0.79,0.059
0.090,0.37,0.236
0.130,0.80,0.054
0.220,0.20,0.268
0.001,0.43,0.386
0.180,0.09,0.346
0.090,0.38,0.236
0.220,0.21,0.267
0.050,0.13,0.414
0.140,0.00,0.421
0.090,0.39,0.234
0.180,0.10,0.337
0.001,0.44,0.384
0.220,0.22,0.267
0.090,0.40,0.219
0.050,0.14,0.412
0.140,0.01,0.419
0.220,0.23,0.243
0.180,0.11,0.307
0.090,0.41,0.218
0.001,0.45,0.375
0.220,0.24,0.243
0.090,0.42,0.218
0.140,0.02,0.410
0.050,0.15,0.378
0.180,0.12,0.307
0.001,0.46,0.372
0.220,0.25,0.243
0.090,0.43,0.204
0.180,0.13,0.307
0.140,0.03,0.375
0.090,0.44,0.204
0.220,0.26,0.243
0.050,0.16,0.378
0.001,0.47,0.362
0.090,0.45,0.203
0.180,0.14,0.307
0.220,0.27,0.242
0.140,0.04,0.361
0.050,0.17,0.377
0.090,0.46,0.203
0.001,0.48,0.353
0.220,0.28,0.223
0.180,0.15,0.307
0.140,0.05,0.361
0.090,0.47,0.191
0.220,0.29,0.223
0.050,0.18,0.377
0.180,0.16,0.306
0.001,0.49,0.349
0.090,0.48,0.191
0.140,0.06,0.360
0.220,0.30,0.223
0.180,0.17,0.305
0.090,0.49,0.181
0.050,0.19,0.375
0.001,0.50,0.327
0.220,0.31,0.222
0.090,0.50,0.180
0.140,0.07,0.359
0.180,0.18,0.274
0.220,0.32,0.222
0.090,0.51,0.171
0.001,0.51,0.313
0.050,0.20,0.373
0.090,0.52,0.163
0.220,0.33,0.207
0.140,0.08,0.359
0.180,0.19,0.274
0.090,0.53,0.171
0.220,0.34,0.206
0.090,0.54,0.163
0.001,0.52,0.270
0.050,0.21,0.370
0.180,0.20,0.274
0.140,0.09,0.357
0.220,0.35,0.206
0.090,0.55,0.156
0.220,0.36,0.206
0.090,0.56,0.144
0.180,0.21,0.274
0.090,0.57,0.129
0.140,0.10,0.357
0.050,0.22,0.351
0.220,0.37,0.193
0.001,0.53,0.249
0.090,0.58,0.125
0.180,0.22,0.273
0.220,0.38,0.192
0.090,0.59,0.122
0.050,0.23,0.351
0.140,0.11,0.350
0.180,0.23,0.271
0.090,0.60,0.119
0.220,0.39,0.192
0.001,0.54,0.248
0.090,0.61,0.116
0.220,0.40,0.181
0.180,0.24,0.248
0.090,0.62,0.113
0.140,0.12,0.314
0.050,0.24,0.327
0.090,0.63,0.110
0.220,0.41,0.181
0.001,0.55,0.230
0.180,0.25,0.248
0.090,0.64,0.107
0.220,0.42,0.171
0.140,0.13,0.314
0.090,0.65,0.103
0.050,0.25,0.326
0.180,0.26,0.248
0.090,0.66,0.100
0.220,0.43,0.171
0.001,0.56,0.228
0.090,0.67,0.097
0.140,0.14,0.314
0.220,0.44,0.171
0.050,0.26,0.326
0.090,0.68,0.092
0.180,0.27,0.248
0.090,0.69,0.089
0.220,0.45,0.162
0.090,0.70,0.086
0.140,0.15,0.314
0.180,0.28,0.247
0.050,0.27,0.325
0.220,0.46,0.162
0.090,0.71,0.084
0.001,0.57,0.202
0.090,0.72,0.081
0.220,0.47,0.153
0.180,0.29,0.246
0.140,0.16,0.313
0.090,0.73,0.077
0.050,0.28,0.324
0.090,0.74,0.074
0.220,0.48,0.152
0.090,0.75,0.071
0.180,0.30,0.227
0.001,0.58,0.201
0.090,0.76,0.067
0.140,0.17,0.313
0.220,0.49,0.148
0.090,0.77,0.067
0.050,0.29,0.322
0.090,0.78,0.062
0.180,0.31,0.227
0.220,0.50,0.146
0.090,0.79,0.060
0.140,0.18,0.312
0.090,0.80,0.057
0.220,0.51,0.142
0.001,0.59,0.189
0.050,0.30,0.321
0.180,0.32,0.227
0.220,0.52,0.139
0.140,0.19,0.312
0.220,0.53,0.135
0.180,0.33,0.226
0.100,0.00,0.433
0.050,0.31,0.290
0.220,0.54,0.134
0.140,0.20,0.280
0.180,0.34,0.211
0.220,0.55,0.130
0.001,0.60,0.175
0.220,0.56,0.125
0.050,0.32,0.289
0.180,0.35,0.210
0.100,0.01,0.432
0.220,0.57,0.122
0.140,0.21,0.279
0.220,0.58,0.120
0.180,0.36,0.210
0.050,0.33,0.289
0.220,0.59,0.117
0.001,0.61,0.172
0.140,0.22,0.279
0.220,0.60,0.114
0.180,0.37,0.210
0.100,0.02,0.430
0.001,0.62,0.173
0.220,0.61,0.110
0.050,0.34,0.288
0.220,0.62,0.107
0.140,0.23,0.279
0.180,0.38,0.209
0.220,0.63,0.103
0.050,0.35,0.287
0.220,0.64,0.100
0.001,0.63,0.165
0.180,0.39,0.196
0.100,0.03,0.427
0.220,0.65,0.097
0.140,0.24,0.278
0.001,0.64,0.166
0.220,0.66,0.094
0.180,0.40,0.196
0.050,0.36,0.262
0.220,0.67,0.092
0.140,0.25,0.278
0.180,0.41,0.195
0.220,0.68,0.088
0.100,0.04,0.422
0.001,0.65,0.153
0.050,0.37,0.262
0.220,0.69,0.085
0.220,0.70,0.082
0.180,0.42,0.184
0.140,0.26,0.277
0.001,0.66,0.155
0.220,0.71,0.079
0.220,0.72,0.075
0.050,0.38,0.261
0.180,0.43,0.184
0.100,0.05,0.414
0.220,0.73,0.071
0.220,0.74,0.069
0.140,0.27,0.253
0.220,0.75,0.066
0.180,0.44,0.174
0.050,0.39,0.260
0.001,0.67,0.148
0.220,0.76,0.063
0.220,0.77,0.059
0.180,0.45,0.174
0.001,0.68,0.150
0.140,0.28,0.253
0.220,0.78,0.057
0.100,0.06,0.410
0.050,0.40,0.258
0.220,0.79,0.054
0.001,0.69,0.144
0.180,0.46,0.165
0.220,0.80,0.052
0.140,0.29,0.252
0.050,0.41,0.240
0.180,0.47,0.165
0.100,0.07,0.368
0.001,0.70,0.136
0.180,0.48,0.165
0.230,0.00,0.365
0.140,0.30,0.252
0.050,0.42,0.239
0.001,0.71,0.138
0.180,0.49,0.151
0.001,0.72,0.138
0.100,0.08,0.368
0.050,0.43,0.239
0.140,0.31,0.251
0.180,0.50,0.148
0.230,0.01,0.361
0.180,0.51,0.144
0.050,0.44,0.237
0.001,0.73,0.125
0.140,0.32,0.232
0.100,0.09,0.368
0.180,0.52,0.142
0.001,0.74,0.125
0.230,0.02,0.354
0.050,0.45,0.222
0.180,0.53,0.137
0.140,0.33,0.231
0.180,0.54,0.134
0.001,0.75,0.118
0.050,0.46,0.221
0.100,0.10,0.367
0.180,0.55,0.130
0.140,0.34,0.231
0.001,0.76,0.128
0.230,0.03,0.341
0.050,0.47,0.220
0.001,0.77,0.123
0.180,0.56,0.127
0.001,0.78,0.120
0.100,0.11,0.367
0.140,0.35,0.231
0.180,0.57,0.125
0.050,0.48,0.207
0.001,0.79,0.113
0.230,0.04,0.341
0.140,0.36,0.229
0.180,0.58,0.122
0.001,0.80,0.107
0.050,0.49,0.206
0.100,0.12,0.366
0.180,0.59,0.119
0.140,0.37,0.214
0.230,0.05,0.341
0.180,0.60,0.116
0.050,0.50,0.206
0.180,0.61,0.112
0.140,0.38,0.214
0.050,0.51,0.194
0.180,0.62,0.107
0.100,0.13,0.366
0.230,0.06,0.338
0.140,0.39,0.213
0.180,0.63,0.105
0.010,0.00,0.609
0.050,0.52,0.193
0.180,0.64,0.104
0.140,0.40,0.200
0.050,0.53,0.183
0.180,0.65,0.099
0.230,0.07,0.335
0.100,0.14,0.364
0.140,0.41,0.200
0.180,0.66,0.097
0.050,0.54,0.183
0.180,0.67,0.093
0.230,0.08,0.299
0.140,0.42,0.199
0.050,0.55,0.174
0.180,0.68,0.090
0.100,0.15,0.362
0.010,0.01,0.608
0.180,0.69,0.086
0.140,0.43,0.188
0.050,0.56,0.173
0.180,0.70,0.083
0.230,0.09,0.299
0.180,0.71,0.081
0.100,0.16,0.344
0.050,0.57,0.165
0.180,0.72,0.078
0.140,0.44,0.187
0.180,0.73,0.075
0.050,0.58,0.158
0.180,0.74,0.072
0.230,0.10,0.299
0.140,0.45,0.187
0.010,0.02,0.606
0.180,0.75,0.068
0.050,0.59,0.146
0.100,0.17,0.344
0.180,0.76,0.065
0.140,0.46,0.177
0.180,0.77,0.062
0.050,0.60,0.146
0.180,0.78,0.059
0.230,0.11,0.299
0.140,0.47,0.177
0.180,0.79,0.055
0.050,0.61,0.131
0.180,0.80,0.054
0.100,0.18,0.320
0.140,0.48,0.168
0.050,0.62,0.127
0.230,0.12,0.298
0.010,0.03,0.605
0.140,0.49,0.168
0.100,0.19,0.320
0.050,0.63,0.109
0.190,0.00,0.385
0.230,0.13,0.298
0.140,0.50,0.160
0.050,0.64,0.109
0.140,0.51,0.160
0.100,0.20,0.319
0.230,0.14,0.298
0.190,0.01,0.370
0.140,0.52,0.153
0.010,0.04,0.604
0.050,0.65,0.104
0.140,0.53,0.141
0.230,0.15,0.297
0.050,0.66,0.101
0.140,0.54,0.136
0.190,0.02,0.366
0.100,0.21,0.318
0.140,0.55,0.132
0.050,0.67,0.099
0.230,0.16,0.267
0.140,0.56,0.131
0.010,0.05,0.603
0.050,0.68,0.096
0.100,0.22,0.315
0.190,0.03,0.351
0.140,0.57,0.126
0.230,0.17,0.267
0.050,0.69,0.092
0.140,0.58,0.124
0.100,0.23,0.302
0.140,0.59,0.120
0.050,0.70,0.089
0.190,0.04,0.350
0.230,0.18,0.267
0.140,0.60,0.116
0.010,0.06,0.601
0.140,0.61,0.114
0.100,0.24,0.302
0.050,0.71,0.087
0.050,0.72,0.083
0.230,0.19,0.267
0.140,0.62,0.111
0.190,0.05,0.350
0.140,0.63,0.106
0.050,0.73,0.079
0.100,0.25,0.284
0.140,0.64,0.105
0.230,0.20,0.267
0.050,0.74,0.076
0.140,0.65,0.101
0.190,0.06,0.348
0.010,0.07,0.600
0.140,0.66,0.096
0.050,0.75,0.073
0.100,0.26,0.284
0.230,0.21,0.266
0.140,0.67,0.096
0.050,0.76,0.069
0.140,0.68,0.091
0.190,0.07,0.347
0.140,0.69,0.089
0.230,0.22,0.265
0.050,0.77,0.066
0.100,0.27,0.284
0.140,0.70,0.085
0.050,0.78,0.062
0.140,0.71,0.082
0.010,0.08,0.598
0.050,0.79,0.061
0.230,0.23,0.242
0.140,0.72,0.078
0.100,0.28,0.283
0.050,0.80,0.058
0.190,0.08,0.346
0.140,0.73,0.075
0.140,0.74,0.072
0.230,0.24,0.242
0.140,0.75,0.070
0.100,0.29,0.257
0.190,0.09,0.343
0.140,0.76,0.067
0.230,0.25,0.242
0.140,0.77,0.064
0.010,0.09,0.553
0.060,0.00,0.446
0.140,0.78,0.061
0.100,0.30,0.257
0.140,0.79,0.057
0.230,0.26,0.242
0.190,0.10,0.306
0.140,0.80,0.054
0.100,0.31,0.257
0.230,0.27,0.241
0.060,0.01,0.446
0.190,0.11,0.306
0.010,0.10,0.526
0.100,0.32,0.257
0.150,0.00,0.419
0.230,0.28,0.222
0.190,0.12,0.305
0.230,0.29,0.222
0.100,0.33,0.256
0.060,0.02,0.445
0.150,0.01,0.416
0.230,0.30,0.222
0.010,0.11,0.525
0.190,0.13,0.305
0.100,0.34,0.236
0.150,0.02,0.401
0.060,0.03,0.443
0.100,0.35,0.236
0.230,0.31,0.221
0.190,0.14,0.305
0.100,0.36,0.235
0.010,0.12,0.524
0.230,0.32,0.206
0.150,0.03,0.371
0.060,0.04,0.442
0.190,0.15,0.305
0.230,0.33,0.219
0.100,0.37,0.235
0.150,0.04,0.359
0.190,0.16,0.305
0.230,0.34,0.205
0.100,0.38,0.233
0.010,0.13,0.508
0.060,0.05,0.438
0.230,0.35,0.205
0.100,0.39,0.218
0.150,0.05,0.359
0.190,0.17,0.298
0.230,0.36,0.192
0.100,0.40,0.218
0.060,0.06,0.437
0.010,0.14,0.507
0.190,0.18,0.273
0.230,0.37,0.192
0.150,0.06,0.358
0.100,0.41,0.217
0.230,0.38,0.191
0.190,0.19,0.273
0.100,0.42,0.216
0.060,0.07,0.434
0.010,0.15,0.506
0.150,0.07,0.357
0.230,0.39,0.191
0.100,0.43,0.203
0.190,0.20,0.273
0.230,0.40,0.180
0.100,0.44,0.203
0.150,0.08,0.356
0.060,0.08,0.416
0.190,0.21,0.273
0.230,0.41,0.180
0.010,0.16,0.505
0.100,0.45,0.200
0.230,0.42,0.170
0.190,0.22,0.272
0.100,0.46,0.191
0.150,0.09,0.356
0.230,0.43,0.170
0.060,0.09,0.414
0.010,0.17,0.504
0.190,0.23,0.271
0.100,0.47,0.190
0.230,0.44,0.170
0.150,0.10,0.353
0.100,0.48,0.180
0.230,0.45,0.161
0.190,0.24,0.247
0.060,0.10,0.413
0.100,0.49,0.180
0.230,0.46,0.154
0.010,0.18,0.464
0.150,0.11,0.338
0.190,0.25,0.247
0.100,0.50,0.171
0.230,0.47,0.151
0.230,0.48,0.151
0.100,0.51,0.171
0.190,0.26,0.247
0.060,0.11,0.412
0.150,0.12,0.313
0.010,0.19,0.465
0.230,0.49,0.149
0.100,0.52,0.170
0.190,0.27,0.246
0.230,0.50,0.147
0.100,0.53,0.155
0.150,0.13,0.312
0.100,0.54,0.149
0.060,0.12,0.411
0.230,0.51,0.140
0.190,0.28,0.246
0.150,0.14,0.313
0.100,0.55,0.149
0.010,0.20,0.464
0.230,0.52,0.136
0.190,0.29,0.244
0.100,0.56,0.138
0.230,0.53,0.135
0.100,0.57,0.138
0.150,0.15,0.312
0.230,0.54,0.130
0.190,0.30,0.226
0.100,0.58,0.125
0.230,0.55,0.129
0.010,0.21,0.464
0.100,0.59,0.121
0.190,0.31,0.226
0.230,0.56,0.125
0.150,0.16,0.312
0.100,0.60,0.119
0.060,0.13,0.377
0.230,0.57,0.122
0.190,0.32,0.225
0.100,0.61,0.115
0.230,0.58,0.119
0.150,0.17,0.311
0.010,0.22,0.463
0.100,0.62,0.112
0.230,0.59,0.115
0.190,0.33,0.223
0.100,0.63,0.108
0.230,0.60,0.113
0.060,0.14,0.377
0.150,0.18,0.310
0.100,0.64,0.104
0.190,0.34,0.210
0.230,0.61,0.109
0.100,0.65,0.101
0.230,0.62,0.106
0.010,0.23,0.462
0.100,0.66,0.098
0.190,0.35,0.209
0.230,0.63,0.103
0.150,0.19,0.279
0.060,0.15,0.376
0.100,0.67,0.094
0.230,0.64,0.099
0.100,0.68,0.092
0.190,0.36,0.209
0.230,0.65,0.096
0.100,0.69,0.089
0.150,0.20,0.278
0.230,0.66,0.094
0.100,0.70,0.086
0.190,0.37,0.208
0.230,0.67,0.090
0.060,0.16,0.375
0.010,0.24,0.461
0.100,0.71,0.084
0.230,0.68,0.087
0.100,0.72,0.080
0.190,0.38,0.195
0.150,0.21,0.278
0.230,0.69,0.084
0.100,0.73,0.077
0.230,0.70,0.080
0.100,0.74,0.074
0.190,0.39,0.195
0.230,0.71,0.078
0.100,0.75,0.071
0.060,0.17,0.374
0.150,0.22,0.278
0.230,0.72,0.075
0.100,0.76,0.069
0.010,0.25,0.460
0.230,0.73,0.072
0.190,0.40,0.195
0.100,0.77,0.065
0.230,0.74,0.069
0.100,0.78,0.061
0.230,0.75,0.066
0.150,0.23,0.277
0.100,0.79,0.058
0.190,0.41,0.183
0.230,0.76,0.063
0.060,0.18,0.372
0.100,0.80,0.057
0.230,0.77,0.060
0.010,0.26,0.419
0.190,0.42,0.183
0.230,0.78,0.056
0.230,0.79,0.054
0.150,0.24,0.277
0.230,0.80,0.051
0.190,0.43,0.183
0.060,0.19,0.370
0.110,0.00,0.429
0.190,0.44,0.173
0.150,0.25,0.277
0.010,0.27,0.411
0.240,0.00,0.360
0.190,0.45,0.173
0.150,0.26,0.251
